Algoritm,Yuklama ssenariysi,Takrorlash №,O'rtacha javob vaqti ART (s),O'tkazuvchanlik TH (so'rov/s),Yuk muvozanati LBI,SLA buzilishi (%),Resurs foydalanishi RU (%),Inferensiya vaqti T_inf (ms),Qoidalar qisqarishi RRR (%),Oracle chaqiriqlari,Qaror sifati DQ,Izohlanuvchanlik INT,Jami so'rovlar,Muvaffaqiyatli so'rovlar,Muvaffaqiyatsiz so'rovlar,Faol qoidalar K,Jami qoidalar N,Simulyatsiya vaqti (s)
Least Connections,bursty,18,0.42761,1.117,0.07587,0.2,59.968,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4909
Least Connections,bursty,19,0.45239,1.238,0.10499,0.3,49.831,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,807.6686
Least Connections,bursty,20,0.67178,1.223,0.07937,4.6,61.442,0.0048,0.0,0,0.0,0.0,1000,1000,0,0,0,817.4202
Least Connections,bursty,21,0.41251,1.197,0.20271,0.3,44.71,0.0067,0.0,0,0.0,0.0,1000,1000,0,0,0,835.7329
Least Connections,bursty,22,0.46973,1.067,0.08306,1.6,63.695,0.0039,0.0,0,0.0,0.0,1000,1000,0,0,0,937.491
Least Connections,bursty,23,0.38557,1.091,0.10894,0.0,58.728,0.0051,0.0,0,0.0,0.0,1000,1000,0,0,0,916.3045
Least Connections,bursty,24,0.45071,1.117,0.17231,0.6,54.677,0.0093,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4498
Least Connections,bursty,25,0.41163,1.078,0.09591,0.4,59.009,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,927.2947
Least Connections,bursty,26,0.44867,1.117,0.21173,0.8,40.945,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4521
Least Connections,bursty,27,0.45562,1.238,0.08396,1.5,62.881,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,808.0743
Least Connections,bursty,28,0.42897,1.061,0.14867,0.1,49.942,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,942.5199
Least Connections,bursty,29,0.44446,1.069,0.07553,1.4,51.211,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,935.2807
Least Connections,skewed,0,0.43476,0.588,0.14793,0.3,55.257,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1699.5731
Least Connections,skewed,1,0.44223,0.571,0.18646,0.6,52.944,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1751.5421
Least Connections,skewed,2,0.38019,0.577,0.13643,0.0,53.403,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1733.1553
Least Connections,skewed,3,0.41424,0.567,0.1171,0.5,52.009,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1763.3249
Least Connections,skewed,4,0.43308,0.618,0.14685,0.1,57.356,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1617.6187
Least Connections,skewed,5,0.41458,0.634,0.14105,0.1,49.755,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1576.1225
Least Connections,skewed,6,0.52971,0.582,0.1422,2.7,53.63,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1718.6085
Least Connections,skewed,7,0.39065,0.606,0.14774,0.1,52.111,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,1649.8936
Least Connections,skewed,8,0.44815,0.652,0.10554,0.8,51.949,0.0038,0.0,0,0.0,0.0,1000,1000,0,0,0,1534.2956
Least Connections,skewed,9,0.4523,0.586,0.09037,0.4,53.469,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1705.1139
Least Connections,skewed,10,0.47491,0.602,0.14154,0.7,48.224,0.0026,0.0,0,0.0,0.0,1000,1000,0,0,0,1660.0734
Least Connections,skewed,11,0.49134,0.591,0.0527,0.5,58.966,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1692.6764
Least Connections,skewed,12,0.42568,0.603,0.09649,0.4,59.02,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1658.3109
Least Connections,skewed,13,0.41804,0.597,0.14397,0.0,61.353,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1674.6719
Least Connections,skewed,14,0.41594,0.618,0.15254,0.3,47.503,0.0027,0.0,0,0.0,0.0,1000,1000,0,0,0,1617.8568
Least Connections,skewed,15,0.48549,0.591,0.19466,0.4,52.757,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1690.8148
Least Connections,skewed,16,0.41076,0.622,0.12193,0.2,57.624,0.0061,0.0,0,0.0,0.0,1000,1000,0,0,0,1607.3999
Least Connections,skewed,17,0.41092,0.594,0.13637,0.6,55.948,0.0093,0.0,0,0.0,0.0,1000,1000,0,0,0,1684.1524
Least Connections,skewed,18,0.39298,0.595,0.17099,0.0,56.671,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1681.8262
Least Connections,skewed,19,0.45263,0.604,0.20533,0.6,46.518,0.0096,0.0,0,0.0,0.0,1000,1000,0,0,0,1655.3385
Least Connections,skewed,20,0.55163,0.611,0.1933,2.8,50.49,0.0036,0.0,0,0.0,0.0,1000,1000,0,0,0,1637.2481
Least Connections,skewed,21,0.48456,0.603,0.1886,0.5,46.667,0.0041,0.0,0,0.0,0.0,1000,1000,0,0,0,1657.3165
Least Connections,skewed,22,0.45617,0.619,0.03424,0.3,64.894,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1616.0798
Least Connections,skewed,23,0.45911,0.609,0.17208,1.4,51.292,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1642.3347
Least Connections,skewed,24,0.38425,0.607,0.1111,0.1,53.203,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1648.5623
Least Connections,skewed,25,0.41167,0.627,0.05472,0.2,61.26,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1594.9451
Least Connections,skewed,26,0.48739,0.58,0.10914,0.6,55.548,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1723.8846
Least Connections,skewed,27,0.40278,0.56,0.13674,0.9,56.982,0.0028,0.0,0,0.0,0.0,1000,1000,0,0,0,1785.5529
Least Connections,skewed,28,0.42736,0.596,0.08281,0.1,54.551,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,1677.2345
Least Connections,skewed,29,0.4822,0.61,0.08956,1.3,47.662,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1639.6324
Least Load,low,0,0.49709,0.285,0.02312,9.8,66.044,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,3513.4493
Least Load,low,1,0.37906,0.3,0.02775,0.3,67.188,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,3335.4833
Least Load,low,2,0.36388,0.292,0.01681,0.3,63.196,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,3424.2751
Least Load,low,3,0.36464,0.313,0.02438,0.1,66.477,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3193.7366
Least Load,low,4,0.39286,0.29,0.04852,0.5,61.386,0.0044,0.0,0,0.0,0.0,1000,1000,0,0,0,3449.326
Least Load,low,5,0.36198,0.288,0.05264,0.1,62.099,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,3469.6059
Least Load,low,6,0.37643,0.303,0.00686,0.5,65.907,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3303.812
Least Load,low,7,0.39789,0.31,0.02864,0.8,65.269,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3221.2385
Least Load,low,8,0.39,0.299,0.04415,0.9,67.014,0.004,0.0,0,0.0,0.0,1000,1000,0,0,0,3345.1659
Least Load,low,9,0.40208,0.319,0.0551,3.0,58.069,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,3129.9944
Least Load,low,10,0.40515,0.303,0.02823,2.9,66.504,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,3303.4505
Least Load,low,11,0.41461,0.311,0.03873,1.2,65.504,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3211.0816
Least Load,low,12,0.37083,0.295,0.04569,0.0,59.935,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,3385.2954
Least Load,low,13,0.38021,0.303,0.0174,0.4,67.316,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3300.4607
Least Load,low,14,0.3612,0.3,0.02594,0.1,61.341,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3327.8862
Least Load,low,15,0.3551,0.307,0.02162,0.2,63.508,0.0039,0.0,0,0.0,0.0,1000,1000,0,0,0,3260.0413
Least Load,low,16,0.41562,0.291,0.02131,2.5,67.12,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,3432.6553
Least Load,low,17,0.38167,0.309,0.02024,0.3,61.901,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,3238.1104
Least Load,low,18,0.36905,0.304,0.03385,0.3,63.613,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3287.2149
Least Load,low,19,0.39852,0.3,0.01968,1.2,61.975,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,3327.796
Least Load,low,20,0.4007,0.296,0.04108,2.6,67.215,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3377.5263
Least Load,low,21,0.36401,0.312,0.03589,0.3,66.746,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3203.598
Least Load,low,22,0.40477,0.305,0.03316,1.9,69.35,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3280.4429
Least Load,low,23,0.44423,0.292,0.05576,2.4,63.489,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3428.702
Least Load,low,24,0.36192,0.316,0.02588,1.1,68.039,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3163.9156
Least Load,low,25,0.39891,0.291,0.03256,1.8,67.835,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,3440.1097
Least Load,low,26,0.41924,0.295,0.02907,5.6,63.129,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,3388.939
Least Load,low,27,0.37706,0.302,0.04048,0.1,63.449,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,3315.4604
Least Load,low,28,0.39287,0.298,0.00522,1.1,68.174,0.0069,0.0,0,0.0,0.0,1000,1000,0,0,0,3356.1432
Least Load,low,29,0.36177,0.294,0.03929,0.0,62.608,0.0038,0.0,0,0.0,0.0,1000,1000,0,0,0,3395.6688
Least Load,high,0,0.43355,0.914,0.03855,0.8,67.106,0.0043,0.0,0,0.0,0.0,1000,1000,0,0,0,1093.851
Least Load,high,1,0.54466,0.858,0.02143,1.9,66.993,0.0039,0.0,0,0.0,0.0,1000,1000,0,0,0,1165.8007
Least Load,high,2,0.4613,0.9,0.03493,0.9,64.904,0.0055,0.0,0,0.0,0.0,1000,1000,0,0,0,1110.9191
Least Load,high,3,0.39101,0.903,0.03906,0.0,65.415,0.0053,0.0,0,0.0,0.0,1000,1000,0,0,0,1107.3914
Least Load,high,4,0.45549,0.959,0.01525,1.1,68.943,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1042.7492
Least Load,high,5,0.41627,0.881,0.02191,0.8,59.885,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1135.6242
Least Load,high,6,0.44182,0.9,0.02977,0.8,66.508,0.004,0.0,0,0.0,0.0,1000,1000,0,0,0,1110.8362
Least Load,high,7,0.44728,0.911,0.05563,1.2,61.097,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1097.7198
Least Load,high,8,0.52839,0.861,0.04274,2.2,64.114,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1161.3831
Least Load,high,9,0.37281,0.881,0.04784,0.0,62.768,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1134.8044
Least Load,high,10,0.45094,0.938,0.00972,2.2,69.718,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1066.6359
Least Load,high,11,0.42696,0.885,0.06182,0.9,65.897,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1129.8074
Least Load,high,12,0.36199,0.886,0.00967,0.0,66.107,0.0037,0.0,0,0.0,0.0,1000,1000,0,0,0,1128.7891
Least Load,high,13,0.41183,0.86,0.0247,0.5,67.362,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1162.9989
Least Load,high,14,0.41726,0.903,0.02809,0.2,67.568,0.0077,0.0,0,0.0,0.0,1000,1000,0,0,0,1107.1666
Least Load,high,15,0.44768,0.927,0.03466,1.5,65.096,0.0041,0.0,0,0.0,0.0,1000,1000,0,0,0,1078.7153
Least Load,high,16,0.44555,0.891,0.03558,0.7,66.164,0.004,0.0,0,0.0,0.0,1000,1000,0,0,0,1122.4402
Least Load,high,17,0.46808,0.902,0.01948,0.5,65.099,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1108.4045
Least Load,high,18,0.51449,0.913,0.03625,2.2,66.782,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1094.8451
Least Load,high,19,0.37393,0.874,0.01516,0.1,66.737,0.0057,0.0,0,0.0,0.0,1000,1000,0,0,0,1143.8308
Least Load,high,20,0.38554,0.897,0.02121,0.3,68.309,0.0043,0.0,0,0.0,0.0,1000,1000,0,0,0,1114.6744
Least Load,high,21,0.45398,0.894,0.04392,1.2,67.778,0.0049,0.0,0,0.0,0.0,1000,1000,0,0,0,1119.175
Least Load,high,22,0.49263,0.849,0.03425,1.1,67.317,0.0043,0.0,0,0.0,0.0,1000,1000,0,0,0,1177.9006
Least Load,high,23,0.54556,0.885,0.02952,2.9,67.446,0.0043,0.0,0,0.0,0.0,1000,1000,0,0,0,1130.4442
Least Load,high,24,0.42406,0.877,0.04022,0.7,66.404,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1140.0936
Least Load,high,25,0.46971,0.952,0.03363,1.2,65.374,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1050.526
Least Load,high,26,0.39243,0.929,0.04368,0.1,65.56,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1076.5637
Least Load,high,27,0.46253,0.946,0.02415,0.6,61.731,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1057.5215
Least Load,high,28,0.4161,0.839,0.01361,0.4,66.427,0.0042,0.0,0,0.0,0.0,1000,1000,0,0,0,1191.5347
Least Load,high,29,0.44919,0.891,0.03006,0.8,64.59,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1122.7032
Least Load,bursty,0,0.44897,1.045,0.0331,1.0,61.087,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,956.7989
Least Load,bursty,1,0.43603,1.148,0.03018,1.0,63.719,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,871.2797
Least Load,bursty,2,0.37805,1.164,0.03029,0.0,60.177,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,858.7803
Least Load,bursty,3,0.40543,1.093,0.01881,0.2,63.295,0.0046,0.0,0,0.0,0.0,1000,1000,0,0,0,915.1506
Least Load,bursty,4,0.4096,1.165,0.01947,0.1,67.931,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,858.5286
Least Load,bursty,5,0.33352,1.183,0.03268,0.0,62.018,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,845.6526
Least Load,bursty,6,0.46395,1.175,0.02135,0.8,67.356,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,851.3804
Least Load,bursty,7,0.43751,1.204,0.04907,1.1,59.363,0.004,0.0,0,0.0,0.0,1000,1000,0,0,0,830.3763
Least Load,bursty,8,0.44563,1.078,0.00871,2.2,70.778,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,927.6415
Least Load,bursty,9,0.42037,1.084,0.02731,0.3,69.502,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,922.483
Least Load,bursty,10,0.45391,1.087,0.04046,1.5,63.471,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,920.2064
Least Load,bursty,11,0.40667,1.062,0.04575,0.3,66.458,0.0046,0.0,0,0.0,0.0,1000,1000,0,0,0,941.4903
Least Load,bursty,12,0.4221,1.108,0.03383,1.3,66.145,0.0036,0.0,0,0.0,0.0,1000,1000,0,0,0,902.5708
Least Load,bursty,13,0.4126,1.175,0.02748,1.1,65.731,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,851.26
Least Load,bursty,14,0.41558,1.144,0.02588,0.2,65.704,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,874.1242
Least Load,bursty,15,0.49292,1.07,0.03013,1.7,67.878,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,934.4499
Least Load,bursty,16,0.46262,1.065,0.02726,1.4,64.136,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,938.8702
Least Load,bursty,17,0.4572,1.113,0.03023,1.0,66.036,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,898.6052
Least Load,bursty,18,0.38625,1.117,0.01375,0.1,66.219,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4909
Least Load,bursty,19,0.41895,1.238,0.03238,0.2,62.091,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,807.6686
Least Load,bursty,20,0.6787,1.223,0.02545,4.4,67.435,0.0057,0.0,0,0.0,0.0,1000,1000,0,0,0,817.4202
Least Load,bursty,21,0.38795,1.197,0.02592,0.0,65.261,0.0065,0.0,0,0.0,0.0,1000,1000,0,0,0,835.7329
Least Load,bursty,22,0.46256,1.067,0.0145,1.5,68.797,0.004,0.0,0,0.0,0.0,1000,1000,0,0,0,937.491
Least Load,bursty,23,0.35427,1.091,0.0323,0.0,66.592,0.0051,0.0,0,0.0,0.0,1000,1000,0,0,0,916.3045
Least Load,bursty,24,0.45004,1.117,0.02545,0.8,68.131,0.0068,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4498
Least Load,bursty,25,0.43658,1.078,0.02778,0.4,66.839,0.0029,0.0,0,0.0,0.0,1000,1000,0,0,0,927.2947
Least Load,bursty,26,0.44457,1.117,0.04442,0.9,60.663,0.0037,0.0,0,0.0,0.0,1000,1000,0,0,0,895.4521
Least Load,bursty,27,0.45753,1.238,0.03699,1.2,67.515,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,808.0743
Least Load,bursty,28,0.40111,1.061,0.0448,0.5,62.46,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,942.5199
Least Load,bursty,29,0.46498,1.069,0.01263,1.4,61.917,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,935.2807
Least Load,skewed,0,0.41569,0.588,0.02597,0.1,67.764,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1699.5731
Least Load,skewed,1,0.45494,0.571,0.01155,0.5,66.846,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1751.5421
Least Load,skewed,2,0.35748,0.577,0.04499,0.2,61.137,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,1733.1553
Least Load,skewed,3,0.39762,0.567,0.02904,0.5,61.811,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1763.3249
Least Load,skewed,4,0.43134,0.618,0.01995,0.7,69.533,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1617.6187
Least Load,skewed,5,0.37266,0.634,0.01355,0.0,65.641,0.0035,0.0,0,0.0,0.0,1000,1000,0,0,0,1576.1225
Least Load,skewed,6,0.51853,0.582,0.04388,2.0,63.004,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1718.6085
Least Load,skewed,7,0.3757,0.606,0.05709,0.0,60.921,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1649.8936
Least Load,skewed,8,0.41393,0.652,0.01004,0.3,68.386,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1534.2956
Least Load,skewed,9,0.41787,0.586,0.03269,0.8,65.075,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1705.1139
Least Load,skewed,10,0.41341,0.602,0.0506,0.2,62.29,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1660.0734
Least Load,skewed,11,0.48692,0.591,0.03252,1.1,63.296,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1692.6764
Least Load,skewed,12,0.44675,0.603,0.01867,0.7,67.46,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1658.3109
Least Load,skewed,13,0.3746,0.597,0.01748,0.0,68.048,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1674.6719
Least Load,skewed,14,0.42331,0.618,0.05983,0.8,58.388,0.003,0.0,0,0.0,0.0,1000,1000,0,0,0,1617.8568
Least Load,skewed,15,0.51663,0.591,0.0179,1.5,63.56,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1690.8148
Least Load,skewed,16,0.44362,0.622,0.01027,1.5,68.416,0.0089,0.0,0,0.0,0.0,1000,1000,0,0,0,1607.3999
Least Load,skewed,17,0.38822,0.594,0.02786,0.1,63.514,0.0071,0.0,0,0.0,0.0,1000,1000,0,0,0,1684.1524
Least Load,skewed,18,0.35597,0.595,0.06503,0.0,65.596,0.0038,0.0,0,0.0,0.0,1000,1000,0,0,0,1681.8262
Least Load,skewed,19,0.43719,0.604,0.04956,0.2,66.03,0.0066,0.0,0,0.0,0.0,1000,1000,0,0,0,1655.3385
Least Load,skewed,20,0.52998,0.611,0.04261,2.4,65.311,0.0046,0.0,0,0.0,0.0,1000,1000,0,0,0,1637.2481
Least Load,skewed,21,0.43971,0.603,0.0595,0.2,61.785,0.0034,0.0,0,0.0,0.0,1000,1000,0,0,0,1657.3165
Least Load,skewed,22,0.45663,0.619,0.01634,0.6,68.17,0.0031,0.0,0,0.0,0.0,1000,1000,0,0,0,1616.0798
Least Load,skewed,23,0.42839,0.609,0.02615,0.8,56.542,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1642.3347
Least Load,skewed,24,0.40481,0.607,0.03749,0.5,64.802,0.0039,0.0,0,0.0,0.0,1000,1000,0,0,0,1648.5623
Least Load,skewed,25,0.40762,0.627,0.03219,0.1,66.934,0.0038,0.0,0,0.0,0.0,1000,1000,0,0,0,1594.9451
Least Load,skewed,26,0.46538,0.58,0.05237,0.7,64.495,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1723.8846
Least Load,skewed,27,0.45979,0.56,0.07194,0.5,62.159,0.0033,0.0,0,0.0,0.0,1000,1000,0,0,0,1785.5529
Least Load,skewed,28,0.43043,0.596,0.01515,0.8,61.134,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1677.2345
Least Load,skewed,29,0.4365,0.61,0.05317,0.5,63.464,0.0032,0.0,0,0.0,0.0,1000,1000,0,0,0,1639.6324
FLB,low,0,0.49083,0.285,0.01418,10.0,67.226,0.3772,0.0,0,0.4277,0.0,1000,1000,0,27,27,3513.4493
FLB,low,1,0.37676,0.3,0.02305,0.2,64.978,0.3896,0.0,0,0.4552,0.0,1000,1000,0,27,27,3335.4833
FLB,low,2,0.38108,0.292,0.01211,0.1,66.464,0.3908,0.0,0,0.4382,0.0,1000,1000,0,27,27,3424.2751
FLB,low,3,0.34796,0.313,0.03123,0.0,65.396,0.3709,0.0,0,0.4534,0.0,1000,1000,0,27,27,3193.7366
FLB,low,4,0.39379,0.29,0.04714,0.4,62.057,0.3736,0.0,0,0.4678,0.0,1000,1000,0,27,27,3449.326
FLB,low,5,0.37024,0.288,0.03071,0.1,63.38,0.4096,0.0,0,0.4647,0.0,1000,1000,0,27,27,3469.6059
FLB,low,6,0.40532,0.303,0.04081,1.0,65.303,0.3897,0.0,0,0.4468,0.0,1000,1000,0,27,27,3303.812
FLB,low,7,0.40522,0.31,0.03603,2.2,65.81,0.3726,0.0,0,0.4348,0.0,1000,1000,0,27,27,3221.2385
FLB,low,8,0.39887,0.299,0.01267,2.3,67.607,0.3697,0.0,0,0.4321,0.0,1000,1000,0,27,27,3345.1659
FLB,low,9,0.40885,0.319,0.04758,4.8,56.427,0.379,0.0,0,0.5101,0.0,1000,1000,0,27,27,3129.9944
FLB,low,10,0.41904,0.303,0.01317,2.4,68.536,0.3679,0.0,0,0.4177,0.0,1000,1000,0,27,27,3303.4505
FLB,low,11,0.43576,0.311,0.0309,2.4,66.461,0.3832,0.0,0,0.435,0.0,1000,1000,0,27,27,3211.0816
FLB,low,12,0.38992,0.295,0.01352,0.0,64.606,0.3926,0.0,0,0.4641,0.0,1000,1000,0,27,27,3385.2954
FLB,low,13,0.38894,0.303,0.03392,1.3,66.927,0.3901,0.0,0,0.4319,0.0,1000,1000,0,27,27,3300.4607
FLB,low,14,0.37063,0.3,0.03232,0.1,63.182,0.3936,0.0,0,0.4649,0.0,1000,1000,0,27,27,3327.8862
FLB,low,15,0.35703,0.307,0.02407,0.0,62.649,0.4584,0.0,0,0.4728,0.0,1000,1000,0,27,27,3260.0413
FLB,low,16,0.42272,0.291,0.02665,2.7,67.773,0.4012,0.0,0,0.4261,0.0,1000,1000,0,27,27,3432.6553
FLB,low,17,0.39731,0.309,0.03736,0.4,59.198,0.4278,0.0,0,0.4931,0.0,1000,1000,0,27,27,3238.1104
FLB,low,18,0.35994,0.304,0.01682,0.5,63.531,0.3728,0.0,0,0.4653,0.0,1000,1000,0,27,27,3287.2149
FLB,low,19,0.41525,0.3,0.02716,1.2,62.854,0.4298,0.0,0,0.4731,0.0,1000,1000,0,27,27,3327.796
FLB,low,20,0.40911,0.296,0.02605,2.9,66.289,0.4025,0.0,0,0.4386,0.0,1000,1000,0,27,27,3377.5263
FLB,low,21,0.38929,0.312,0.01467,0.8,69.164,0.3959,0.0,0,0.4111,0.0,1000,1000,0,27,27,3203.598
FLB,low,22,0.38751,0.305,0.05518,2.1,63.814,0.3703,0.0,0,0.454,0.0,1000,1000,0,27,27,3280.4429
FLB,low,23,0.45477,0.292,0.04064,2.7,63.587,0.3855,0.0,0,0.4691,0.0,1000,1000,0,27,27,3428.702
FLB,low,24,0.36399,0.316,0.02073,0.7,69.914,0.3829,0.0,0,0.409,0.0,1000,1000,0,27,27,3163.9156
FLB,low,25,0.41971,0.291,0.0431,2.9,68.037,0.3966,0.0,0,0.4188,0.0,1000,1000,0,27,27,3440.1097
FLB,low,26,0.47858,0.295,0.02197,9.6,65.571,0.3727,0.0,0,0.4437,0.0,1000,1000,0,27,27,3388.939
FLB,low,27,0.39068,0.302,0.0366,0.5,63.991,0.3775,0.0,0,0.4652,0.0,1000,1000,0,27,27,3315.4604
FLB,low,28,0.40232,0.298,0.02713,1.7,66.802,0.5351,0.0,0,0.431,0.0,1000,1000,0,27,27,3356.1432
FLB,low,29,0.34437,0.294,0.02403,0.1,60.589,0.5316,0.0,0,0.493,0.0,1000,1000,0,27,27,3395.6688
FLB,high,0,0.43806,0.914,0.02563,1.9,69.537,0.571,0.0,0,0.4122,0.0,1000,1000,0,27,27,1093.851
FLB,high,1,0.55929,0.858,0.02182,3.4,66.313,0.5766,0.0,0,0.4254,0.0,1000,1000,0,27,27,1165.8007
FLB,high,2,0.47686,0.9,0.02978,1.0,65.555,0.7648,0.0,0,0.436,0.0,1000,1000,0,27,27,1110.9191
FLB,high,3,0.39855,0.903,0.02437,0.0,65.998,0.5081,0.0,0,0.4498,0.0,1000,1000,0,27,27,1107.3914
FLB,high,4,0.42144,0.959,0.02715,1.0,69.593,0.4053,0.0,0,0.3964,0.0,1000,1000,0,27,27,1042.7492
FLB,high,5,0.40249,0.881,0.03166,1.0,61.03,0.3757,0.0,0,0.4792,0.0,1000,1000,0,27,27,1135.6242
FLB,high,6,0.43291,0.9,0.05304,1.5,58.249,0.4818,0.0,0,0.4894,0.0,1000,1000,0,27,27,1110.8362
